,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
19267,466304,Kurla,Mumbai,Al Zaika Dhaba,300.0,2.9,80,Tandoor,Kurla,30
19268,466460,Marol Sakinaka,Mumbai,Aksha Dhaba,300.0,2.9,80,Mughlai,Marol Sakinaka,43
19269,466460,Marol Sakinaka,Mumbai,Aksha Dhaba,300.0,2.9,80,Arabian,Marol Sakinaka,43
19270,466460,Marol Sakinaka,Mumbai,Aksha Dhaba,300.0,2.9,80,Tandoor,Marol Sakinaka,43
19271,466460,Marol Sakinaka,Mumbai,Aksha Dhaba,300.0,2.9,80,Chinese,Marol Sakinaka,43
19272,466460,Marol Sakinaka,Mumbai,Aksha Dhaba,300.0,2.9,80,Seafood,Marol Sakinaka,43
19273,466669,Andheri East,Mumbai,Filo Bakes,400.0,2.9,80,Bakery,Andheri East,56
19274,466669,Andheri East,Mumbai,Filo Bakes,400.0,2.9,80,Desserts,Andheri East,56
19275,466772,Marol Sakinaka,Mumbai,Bench Bar,600.0,2.9,80,North Indian,Marol Sakinaka,46
19276,466772,Marol Sakinaka,Mumbai,Bench Bar,600.0,2.9,80,Salads,Marol Sakinaka,46
19277,466928,Kurla,Mumbai,Shane Ahmedi Hotel,300.0,2.9,80,Indian,Kurla,39
19278,466928,Kurla,Mumbai,Shane Ahmedi Hotel,300.0,2.9,80,Chinese,Kurla,39
19279,466928,Kurla,Mumbai,Shane Ahmedi Hotel,300.0,2.9,80,North Indian,Kurla,39
19280,234,Koramangala,Bangalore,Uday Sweets,100.0,3.9,50,Fast Food,5Th Block,49
19281,256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,Healthy Food,Double Road,57
19282,256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,North Indian,Double Road,57
19283,256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,Beverages,Double Road,57
19284,256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,Indian,Double Road,57
19286,256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,Italian,Double Road,57
19287,256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,Salads,Double Road,57
19288,322,Koramangala,Bangalore,Madurai Idly Shop,150.0,4.3,500,South Indian,6Th Block,54
19289,325,Koramangala,Bangalore,Sree Krishna Kafe,137.0,4.5,500,South Indian,1St Block,57
19290,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Pizzas,Road No 92,71
19291,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Salads,Road No 92,71
19292,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Combo,Road No 92,71
19293,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Italian,Road No 92,71
19294,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Mexican,Road No 92,71
19295,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Desserts,Road No 92,71
19296,1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,Beverages,Road No 92,71
19297,1540,Jayanagar,Bangalore,Ragoo'S,800.0,4.1,50,North Indian,5Th B Main,49
19298,1540,Jayanagar,Bangalore,Ragoo'S,800.0,4.1,50,Italian,5Th B Main,49
19299,1697,Punjagutta,Hyderabad,Chutneys,500.0,4.2,1000,North Indian,Road No 3,62
19300,1697,Punjagutta,Hyderabad,Chutneys,500.0,4.2,1000,Chinese,Road No 3,62
19301,1697,Punjagutta,Hyderabad,Chutneys,500.0,4.2,1000,South Indian,Road No 3,62
19302,1941,Andheri East,Mumbai,Shivsagar Sakinaka,550.0,4.3,50,North Indian,Saki Vihar Road,46
19303,1941,Andheri East,Mumbai,Shivsagar Sakinaka,550.0,4.3,50,South Indian,Saki Vihar Road,46
19304,1941,Andheri East,Mumbai,Shivsagar Sakinaka,550.0,4.3,50,Chinese,Saki Vihar Road,46
19305,1970,Basheer Bagh,Hyderabad,Cream Stone,350.0,4.4,1000,Ice Cream,Liberty Road,27
19306,1970,Basheer Bagh,Hyderabad,Cream Stone,350.0,4.4,1000,Desserts,Liberty Road,27
19307,1970,Basheer Bagh,Hyderabad,Cream Stone,350.0,4.4,1000,Beverages,Liberty Road,27
19309,2040,Jayanagar,Bangalore,Goli Vada Pav No .1,100.0,4.5,50,Maharashtrian,9Th Main Road,40
19310,2040,Jayanagar,Bangalore,Goli Vada Pav No .1,100.0,4.5,50,North Indian,9Th Main Road,40
19311,2040,Jayanagar,Bangalore,Goli Vada Pav No .1,100.0,4.5,50,Fast Food,9Th Main Road,40
19312,2040,Jayanagar,Bangalore,Goli Vada Pav No .1,100.0,4.5,50,Street Food,9Th Main Road,40
19313,2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250.0,4.4,500,Sweets,Liberty Road,34
19314,2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250.0,4.4,500,Street Food,Liberty Road,34
19315,2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250.0,4.4,500,Snacks,Liberty Road,34
19316,2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250.0,4.4,500,Chaat,Liberty Road,34
19317,2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250.0,4.4,500,Bakery,Liberty Road,34
19318,2249,Aundh,Pune,Bhairavee Pure Veg. Restaurant,1000.0,4.3,100,North Indian,Varsha Park,66
19319,2249,Aundh,Pune,Bhairavee Pure Veg. Restaurant,1000.0,4.3,100,Chinese,Varsha Park,66
19320,2249,Aundh,Pune,Bhairavee Pure Veg. Restaurant,1000.0,4.3,100,Thai,Varsha Park,66
19321,2249,Aundh,Pune,Bhairavee Pure Veg. Restaurant,1000.0,4.3,100,Continental,Varsha Park,66
19322,2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,South Indian,Temple Road,56
19323,2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,Chinese,Temple Road,56
19324,2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,Chaat,Temple Road,56
19325,2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,North Indian,Temple Road,56
19326,2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,Fast Food,Temple Road,56
19327,2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,Snacks,Temple Road,56
19328,2415,Malleshwaram,Bangalore,Veena Stores,100.0,4.5,1000,South Indian,Margosa Road,56
19329,2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250.0,4.3,1000,Sweets,Road No 1,46
19330,2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250.0,4.3,1000,Desserts,Road No 1,46
19331,2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250.0,4.3,1000,Chaat,Road No 1,46
19332,2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250.0,4.3,1000,Snacks,Road No 1,46
19333,2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250.0,4.3,1000,Beverages,Road No 1,46
19334,2552,Malleshwaram,Bangalore,Gullu'S Chaat,250.0,3.8,100,Chaat,Serpentine Road,45
19335,2552,Malleshwaram,Bangalore,Gullu'S Chaat,250.0,3.8,100,Snacks,Serpentine Road,45
19336,2552,Malleshwaram,Bangalore,Gullu'S Chaat,250.0,3.8,100,Fast Food,Serpentine Road,45
19337,2647,Bandra East,Mumbai,Amey,250.0,4.3,100,North Indian,Bandra East,46
19338,2647,Bandra East,Mumbai,Amey,250.0,4.3,100,Chinese,Bandra East,46
19339,2647,Bandra East,Mumbai,Amey,250.0,4.3,100,South Indian,Bandra East,46
19340,2647,Bandra East,Mumbai,Amey,250.0,4.3,100,Fast Food,Bandra East,46
19341,2846,Sivanchetti Gardens,Bangalore,Tewari Bros Mithai Shop,150.0,3.1,20,Gujarati,Dickenson Road,38
19343,2846,Sivanchetti Gardens,Bangalore,Tewari Bros Mithai Shop,150.0,3.1,20,Fast Food,Dickenson Road,38
19344,2856,Ashok Nagar,Bangalore,Green Theory,1000.0,4.3,50,Italian,Residency Road,39
19345,2856,Ashok Nagar,Bangalore,Green Theory,1000.0,4.3,50,Continental,Residency Road,39
19346,2856,Ashok Nagar,Bangalore,Green Theory,1000.0,4.3,50,Healthy Food,Residency Road,39
19347,2881,Santacruz East,Mumbai,Oye Pappe!,250.0,2.9,80,North Indian,Amin Compound,34
19348,2881,Santacruz East,Mumbai,Oye Pappe!,250.0,2.9,80,Biryani,Amin Compound,34
19349,2881,Santacruz East,Mumbai,Oye Pappe!,250.0,2.9,80,Combo,Amin Compound,34
19350,3009,Ballygunge,Kolkata,Hotel Swagath,450.0,4.6,100,North Indian,Hazra Road,63
19351,3009,Ballygunge,Kolkata,Hotel Swagath,450.0,4.6,100,Chinese,Hazra Road,63
19352,3009,Ballygunge,Kolkata,Hotel Swagath,450.0,4.6,100,South Indian,Hazra Road,63
19353,3078,Bhowanipore,Kolkata,Balwant Singh'S Eating House,600.0,4.1,1000,North Indian,Near Elgin Road Gurudwara Bhawanipur,61
19354,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,North Indian,Allenby Road,78
19355,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Chinese,Allenby Road,78
19356,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,South Indian,Allenby Road,78
19357,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Chaat,Allenby Road,78
19358,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Thalis,Allenby Road,78
19359,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Combo,Allenby Road,78
19360,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Street Food,Allenby Road,78
19361,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Fast Food,Allenby Road,78
19362,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Snacks,Allenby Road,78
19363,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Pizzas,Allenby Road,78
19364,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Pastas,Allenby Road,78
19365,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Mexican,Allenby Road,78
19366,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Indian,Allenby Road,78
19367,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Italian,Allenby Road,78
19368,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Continental,Allenby Road,78
19369,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Biryani,Allenby Road,78
19370,3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,Kebabs,Allenby Road,78
19371,3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,North Indian,Margosa Road,53
19372,3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,Punjabi,Margosa Road,53
19373,3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,Thalis,Margosa Road,53
19374,3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,Chinese,Margosa Road,53
19375,3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,Combo,Margosa Road,53
19376,3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,Snacks,Margosa Road,53
19377,3227,Bhowanipore,Kolkata,Balaram Mullick & Radharaman Mullick Sweets-Bhawanipur,300.0,4.5,1000,Desserts,Bhawanipur,54
19378,3227,Bhowanipore,Kolkata,Balaram Mullick & Radharaman Mullick Sweets-Bhawanipur,300.0,4.5,1000,Fast Food,Bhawanipur,54
19379,3227,Bhowanipore,Kolkata,Balaram Mullick & Radharaman Mullick Sweets-Bhawanipur,300.0,4.5,1000,Bakery,Bhawanipur,54
19380,3325,Sion,Mumbai,Guru Kripa (Sion West),300.0,4.5,5000,Fast Food,Sindhi Colony,42
19381,3363,Koti,Hyderabad,Sri Narsing Bhelpuri & Juice Centre (Bogulkunta),150.0,4.2,1000,Chaat,Tilak Road,31
19382,3363,Koti,Hyderabad,Sri Narsing Bhelpuri & Juice Centre (Bogulkunta),150.0,4.2,1000,Italian,Tilak Road,31
19383,3363,Koti,Hyderabad,Sri Narsing Bhelpuri & Juice Centre (Bogulkunta),150.0,4.2,1000,Juices,Tilak Road,31
19384,3438,Basavanagudi,Bangalore,Harshi Super Sandwich,100.0,3.7,20,Snacks,East Anjaneya Temple Road,55
19385,3438,Basavanagudi,Bangalore,Harshi Super Sandwich,100.0,3.7,20,Fast Food,East Anjaneya Temple Road,55
19386,3438,Basavanagudi,Bangalore,Harshi Super Sandwich,100.0,3.7,20,Chaat,East Anjaneya Temple Road,55
19387,3502,Deccan Gymkhana,Pune,Flavours Street,150.0,4.2,100,Fast Food,Fergusson College Road,34
19388,3502,Deccan Gymkhana,Pune,Flavours Street,150.0,4.2,100,Beverages,Fergusson College Road,34
19389,3627,Banjara Hills,Hyderabad,House Of Dosas,200.0,4.3,500,South Indian,Road No 2,63
19390,3632,Basheer Bagh,Hyderabad,Mai Ki Rasoi,200.0,4.5,1000,North Indian,Himayathnagar Road,32
19391,3635,Somajiguda,Hyderabad,Ice N Spice (Hotel Inner Circle),450.0,4.1,20,Indian,Raj Bhavan Road,55
19392,3635,Somajiguda,Hyderabad,Ice N Spice (Hotel Inner Circle),450.0,4.1,20,Chinese,Raj Bhavan Road,55
19393,3635,Somajiguda,Hyderabad,Ice N Spice (Hotel Inner Circle),450.0,4.1,20,Tandoor,Raj Bhavan Road,55
19394,3635,Somajiguda,Hyderabad,Ice N Spice (Hotel Inner Circle),450.0,4.1,20,South Indian,Raj Bhavan Road,55
19395,3836,Deccan Gymkhana,Pune,Amrapali,600.0,4.5,100,North Indian,Fc Road,40
19396,3836,Deccan Gymkhana,Pune,Amrapali,600.0,4.5,100,Chinese,Fc Road,40
19397,3883,Gandhi Bazaar,Bangalore,Vidyarthi Bhavan,150.0,4.3,1000,South Indian,Gandhi Bazar,49
19398,3900,Ashok Nagar,Bangalore,Mad Over Donuts,200.0,4.2,50,Desserts,Magrath Road,51
19399,3900,Ashok Nagar,Bangalore,Mad Over Donuts,200.0,4.2,50,Sweets,Magrath Road,51
19400,3900,Ashok Nagar,Bangalore,Mad Over Donuts,200.0,4.2,50,Bakery,Magrath Road,51
19401,4065,Sangamvadi,Pune,Nandu'S Paratha & Tnd Fastfood,200.0,4.2,100,North Indian,Sangamvadi,39
19402,4065,Sangamvadi,Pune,Nandu'S Paratha & Tnd Fastfood,200.0,4.2,100,Fast Food,Sangamvadi,39
19403,4179,Ramgopalpet,Hyderabad,Anand Bhavan,150.0,3.7,100,North Indian,Pg Road,59
19404,4179,Ramgopalpet,Hyderabad,Anand Bhavan,150.0,3.7,100,South Indian,Pg Road,59
19405,4453,Camp,Pune,Coffee House,250.0,4.4,100,North Indian,Next To Dorabjee'S,32
19406,4453,Camp,Pune,Coffee House,250.0,4.4,100,Chinese,Next To Dorabjee'S,32
19407,4453,Camp,Pune,Coffee House,250.0,4.4,100,South Indian,Next To Dorabjee'S,32
19408,4453,Camp,Pune,Coffee House,250.0,4.4,100,Fast Food,Next To Dorabjee'S,32
19409,4492,Elgin,Kolkata,Ridhi Sidhi,350.0,4.0,50,Street Food,Lord Sinha Road,61
19410,4492,Elgin,Kolkata,Ridhi Sidhi,350.0,4.0,50,North Indian,Lord Sinha Road,61
19411,4492,Elgin,Kolkata,Ridhi Sidhi,350.0,4.0,50,Beverages,Lord Sinha Road,61
19412,4492,Elgin,Kolkata,Ridhi Sidhi,350.0,4.0,50,South Indian,Lord Sinha Road,61
19413,4492,Elgin,Kolkata,Ridhi Sidhi,350.0,4.0,50,Fast Food,Lord Sinha Road,61
19414,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Italian,Sector 1,63
19415,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Chinese,Sector 1,63
19416,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,North Indian,Sector 1,63
19417,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Biryani,Sector 1,63
19418,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Kebabs,Sector 1,63
19419,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Healthy Food,Sector 1,63
19420,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Beverages,Sector 1,63
19421,4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,Desserts,Sector 1,63
19422,4769,Begumpet,Hyderabad,Nrs Cafe Nandini,150.0,4.3,1000,South Indian,Begumpet Main Road,65
19423,4769,Begumpet,Hyderabad,Nrs Cafe Nandini,150.0,4.3,1000,Juices,Begumpet Main Road,65
19424,4769,Begumpet,Hyderabad,Nrs Cafe Nandini,150.0,4.3,1000,Indian,Begumpet Main Road,65
19425,4793,Seshadripuram,Bangalore,Rs Shiv Sagar,500.0,4.3,100,North Indian,Mantri Square,61
19426,4793,Seshadripuram,Bangalore,Rs Shiv Sagar,500.0,4.3,100,Chinese,Mantri Square,61
19427,4793,Seshadripuram,Bangalore,Rs Shiv Sagar,500.0,4.3,100,South Indian,Mantri Square,61
19428,4793,Seshadripuram,Bangalore,Rs Shiv Sagar,500.0,4.3,100,Mexican,Mantri Square,61
19429,4807,Ashok Nagar,Bangalore,Juice Junction,150.0,4.5,100,Juices,Ashok Nagar,31
19430,4807,Ashok Nagar,Bangalore,Juice Junction,150.0,4.5,100,Fast Food,Ashok Nagar,31
19431,4922,Golpark,Kolkata,Garden Cafe Express-Gariahat,300.0,4.3,50,South Indian,Gariahat,69
19432,4925,Bidhannagar,Kolkata,Gangotri,300.0,4.3,100,Street Food,Sector 1,67
19433,4925,Bidhannagar,Kolkata,Gangotri,300.0,4.3,100,North Indian,Sector 1,67
19434,4925,Bidhannagar,Kolkata,Gangotri,300.0,4.3,100,South Indian,Sector 1,67
19435,5162,Jayanagar,Bangalore,Kedia'S Funfood,200.0,4.3,500,Street Food,4Th Main,49
19436,5551,Karve Nagar,Pune,Mayur Pavbhaji & Juice Bar,400.0,4.4,100,Chaat,Karve Nagar Near Pegasus Health Club,49
19437,5551,Karve Nagar,Pune,Mayur Pavbhaji & Juice Bar,400.0,4.4,100,North Indian,Karve Nagar Near Pegasus Health Club,49
19438,5551,Karve Nagar,Pune,Mayur Pavbhaji & Juice Bar,400.0,4.4,100,Chinese,Karve Nagar Near Pegasus Health Club,49
19439,5551,Karve Nagar,Pune,Mayur Pavbhaji & Juice Bar,400.0,4.4,100,Maharashtrian,Karve Nagar Near Pegasus Health Club,49
19440,5551,Karve Nagar,Pune,Mayur Pavbhaji & Juice Bar,400.0,4.4,100,Fast Food,Karve Nagar Near Pegasus Health Club,49
19441,5800,Bidhannagar,Kolkata,Rasam - The Stadel Hotel,300.0,4.3,100,South Indian,Sector 3,59
19442,5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,4.3,100,South Indian,Santacruz East,47
19443,5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,4.3,100,Chinese,Santacruz East,47
19444,5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,4.3,100,Beverages,Santacruz East,47
19446,5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,4.3,100,Continental,Santacruz East,47
19447,5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,4.3,100,Juices,Santacruz East,47
19448,5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,4.3,100,Desserts,Santacruz East,47
19449,5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,North Indian,Bkc,40
19450,5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,Chinese,Bkc,40
19451,5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,Pizzas,Bkc,40
19452,5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,Desserts,Bkc,40
19453,5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,Beverages,Bkc,40
19454,5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,Fast Food,Bkc,40
19455,5979,Matunga,Mumbai,Health Juice Centre Matunga,400.0,4.5,500,Juices,Matunga,55
19456,5979,Matunga,Mumbai,Health Juice Centre Matunga,400.0,4.5,500,Fast Food,Matunga,55
19457,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,North Indian,Fc Road,35
19458,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,Punjabi,Fc Road,35
19459,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,Chinese,Fc Road,35
19460,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,Thalis,Fc Road,35
19461,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,Combo,Fc Road,35
19462,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,Beverages,Fc Road,35
19463,6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,4.2,1000,Desserts,Fc Road,35
19464,6278,Ghatkopar West,Mumbai,Neo Welcome Restaurant,300.0,4.3,500,North Indian,Ghatkopar Vikhroli,45
19465,6278,Ghatkopar West,Mumbai,Neo Welcome Restaurant,300.0,4.3,500,Chinese,Ghatkopar Vikhroli,45
19466,6278,Ghatkopar West,Mumbai,Neo Welcome Restaurant,300.0,4.3,500,Beverages,Ghatkopar Vikhroli,45
19467,6278,Ghatkopar West,Mumbai,Neo Welcome Restaurant,300.0,4.3,500,South Indian,Ghatkopar Vikhroli,45
19468,6278,Ghatkopar West,Mumbai,Neo Welcome Restaurant,300.0,4.3,500,Fast Food,Ghatkopar Vikhroli,45
19470,6291,Saki Naka,Mumbai,Rajdhani,400.0,4.0,100,Thalis,Pheonix Market City,51
19471,6291,Saki Naka,Mumbai,Rajdhani,400.0,4.0,100,Indian,Pheonix Market City,51
19472,6326,Ghatkopar West,Mumbai,Meghdoot,850.0,4.5,50,North Indian,Ghatkopar West,50
19473,6326,Ghatkopar West,Mumbai,Meghdoot,850.0,4.5,50,Chinese,Ghatkopar West,50
19474,6326,Ghatkopar West,Mumbai,Meghdoot,850.0,4.5,50,Continental,Ghatkopar West,50
19475,6353,Mylapore,Chennai,Freez Zone,250.0,4.7,50,Desserts,Radhakrishnan Salai Kaaraikudi Complex,50
19476,6469,Beleghata,Kolkata,Pawan Putra,700.0,4.4,100,North Indian,Naskar Road Kakurgachi,44
19477,6469,Beleghata,Kolkata,Pawan Putra,700.0,4.4,100,Chinese,Naskar Road Kakurgachi,44
19478,6469,Beleghata,Kolkata,Pawan Putra,700.0,4.4,100,South Indian,Naskar Road Kakurgachi,44
19479,6469,Beleghata,Kolkata,Pawan Putra,700.0,4.4,100,Continental,Naskar Road Kakurgachi,44
19480,6535,Saki Naka,Mumbai,Mad Over Donuts,200.0,4.5,100,Desserts,Pheonix Market City,46
19481,6535,Saki Naka,Mumbai,Mad Over Donuts,200.0,4.5,100,Sweets,Pheonix Market City,46
19482,6535,Saki Naka,Mumbai,Mad Over Donuts,200.0,4.5,100,Bakery,Pheonix Market City,46
19483,6581,Somajiguda,Hyderabad,Jai Durga Maa Vaishno Dhabha,150.0,4.1,100,Punjabi,Somajiguda,55
19484,6581,Somajiguda,Hyderabad,Jai Durga Maa Vaishno Dhabha,150.0,4.1,100,North Indian,Somajiguda,55
19485,6780,Bhowanipore,Kolkata,Rooftop Topview,300.0,3.9,20,South Indian,Lee Road,60
19486,6780,Bhowanipore,Kolkata,Rooftop Topview,300.0,3.9,20,Fast Food,Lee Road,60
19487,6803,Koregaon Park,Pune,Squisito,1100.0,4.4,100,Italian,Near Great Punjab,56
19488,6803,Koregaon Park,Pune,Squisito,1100.0,4.4,100,Mexican,Near Great Punjab,56
19489,6861,Malleshwaram,Bangalore,Mint Masala,375.0,4.2,100,North Indian,Bashyam Circle,57
19490,6861,Malleshwaram,Bangalore,Mint Masala,375.0,4.2,100,Chinese,Bashyam Circle,57
19491,6861,Malleshwaram,Bangalore,Mint Masala,375.0,4.2,100,Continental,Bashyam Circle,57
19492,6927,Koti,Hyderabad,Bombay Juice,200.0,4.2,500,Chaat,Sultan Bazar,26
19493,6927,Koti,Hyderabad,Bombay Juice,200.0,4.2,500,Chinese,Sultan Bazar,26
19494,6927,Koti,Hyderabad,Bombay Juice,200.0,4.2,500,Juices,Sultan Bazar,26
19495,6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,North Indian,Hanuman Tekdi,30
19496,6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,Biryani,Hanuman Tekdi,30
19497,6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,Chinese,Hanuman Tekdi,30
19498,6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,Italian,Hanuman Tekdi,30
19499,6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,Mexican,Hanuman Tekdi,30
19500,6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,Desserts,Hanuman Tekdi,30
19501,7003,Himayatnagar,Hyderabad,Almond House,800.0,4.6,500,Sweets,Himayath Nagar Road,29
19502,7003,Himayatnagar,Hyderabad,Almond House,800.0,4.6,500,Desserts,Himayath Nagar Road,29
19503,7003,Himayatnagar,Hyderabad,Almond House,800.0,4.6,500,Snacks,Himayath Nagar Road,29
19504,7203,Koti,Hyderabad,Taj Mahal-Abids,300.0,4.3,1000,North Indian,Abids Road,34
19505,7203,Koti,Hyderabad,Taj Mahal-Abids,300.0,4.3,1000,Chinese,Abids Road,34
19506,7203,Koti,Hyderabad,Taj Mahal-Abids,300.0,4.3,1000,South Indian,Abids Road,34
19507,7418,Maharshi Nagar,Pune,Cafe Bistro,250.0,4.5,20,Continental,Satara Road,49
19508,7528,New Nallakunta,Hyderabad,Balaji Family Dhaba & Caterers,450.0,3.9,1000,North Indian,Vegetable Market,33
19509,7528,New Nallakunta,Hyderabad,Balaji Family Dhaba & Caterers,450.0,3.9,1000,Chinese,Vegetable Market,33
19510,7775,Chennai,Chennai,Gangotree,300.0,4.5,1000,Street Food,Cathedral Road,50
19511,7775,Chennai,Chennai,Gangotree,300.0,4.5,1000,Desserts,Cathedral Road,50
19512,7775,Chennai,Chennai,Gangotree,300.0,4.5,1000,Fast Food,Cathedral Road,50
19513,7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,North Indian,Opp Nehru Memorial Hall,29
19514,7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,Chinese,Opp Nehru Memorial Hall,29
19515,7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,South Indian,Opp Nehru Memorial Hall,29
19516,7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,Fast Food,Opp Nehru Memorial Hall,29
19517,7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,Beverages,Opp Nehru Memorial Hall,29
19518,7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,Snacks,Opp Nehru Memorial Hall,29
19519,7953,Lake Town,Kolkata,Sharma Snacks - Lake Town,100.0,4.3,500,Snacks,Near Jaya Cinema Hall,61
19520,7953,Lake Town,Kolkata,Sharma Snacks - Lake Town,100.0,4.3,500,Street Food,Near Jaya Cinema Hall,61
